subject_id,s_accession,query_id,q_accession,e_value,bitscore,bias,best_dmn_e_value,best_dmn_bitscore,best_dmn_bias,dne_exp,dne_reg,dne_clu,dne_ov,dne_env,dne_dom,dne_rep,dne_inc,s_description,cluster,tool,db
MH0361_GL0034087,-,cluster339b,-,9.6e-49,172.4,2.3,1.6e-48,171.7,2.3,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold44043_1:4990:5784:- [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
O2.UC59-2_GL0087265,-,cluster339b,-,1.3999999999999997e-48,171.9,2.3,2.5e-48,171.1,2.3,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold45071_2:3:989:+ [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0120_GL0068847,-,cluster339b,-,2e-48,171.4,2.3,3.6e-48,170.6,2.3,1.4,1,0,0,1,1,1,1,[gene]  locus=C1283447_1:3112:4383:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0297_GL0055865,-,cluster339b,-,2e-48,171.4,1.5,3.6e-48,170.6,1.5,1.4,1,0,0,1,1,1,1,[gene]  locus=C946681_1:483:1748:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0195_GL0054240,-,cluster339b,-,2.2999999999999998e-48,171.2,1.9,4.4e-48,170.3,1.9,1.5,1,0,0,1,1,1,1,[gene]  locus=C1627992_1:1355:2617:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0136_GL0000109,-,cluster339b,-,2.7999999999999994e-48,170.9,2.3,5.299999999999999e-48,170.0,2.3,1.5,1,0,0,1,1,1,1,[gene]  locus=C1259564_1:20:1294:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0309_GL0028357,-,cluster339b,-,3.2999999999999994e-48,170.7,1.5,6.2e-48,169.8,1.5,1.5,1,0,0,1,1,1,1,[gene]  locus=C1246101_1:3286:4551:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
O2.UC35-0_GL0103271,-,cluster339b,-,3.8999999999999997e-48,170.4,2.3,6.7e-48,169.7,2.3,1.4,1,0,0,1,1,1,1,[gene]  locus=C1451006_1:1829:3100:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0321_GL0061137,-,cluster339b,-,4e-48,170.4,2.1,7.2e-48,169.6,2.1,1.4,1,0,0,1,1,1,1,[gene]  locus=C1278748_1:1393:2220:- [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
159814214-stool2_revised_C702334_1_gene67524,-,cluster339b,-,4.7000000000000004e-48,170.2,1.9,8.599999999999999e-48,169.3,1.9,1.4,1,0,0,1,1,1,1,strand:-  start:522 stop:1793 length:1272 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
159227541-stool1_revised_scaffold12120_1_gene77398,-,cluster339b,-,5.299999999999999e-48,170.0,2.4,9.999999999999999e-48,169.1,2.4,1.5,1,0,0,1,1,1,1,strand:-  start:1533 stop:2798 length:1266 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0350_GL0030507,-,cluster339b,-,5.3999999999999996e-48,170.0,1.7,9.300000000000001e-48,169.2,1.7,1.4,1,0,0,1,1,1,1,[gene]  locus=C1242055_1:2913:4178:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
V1.UC38-0_GL0100102,-,cluster339b,-,6.3e-48,169.8,2.5,1.0999999999999999e-47,169.0,2.5,1.4,1,0,0,1,1,1,1,[gene]  locus=C1048671_1:4254:5525:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
763678604-stool1_revised_scaffold44693_1_gene30187,-,cluster339b,-,7.4e-48,169.6,2.2,1.4e-47,168.7,2.2,1.5,1,0,0,1,1,1,1,strand:+  start:1428 stop:2699 length:1272 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
V1.CD45-0_GL0161169,-,cluster339b,-,1.2e-47,168.9,2.3,2.0999999999999996e-47,168.1,2.3,1.4,1,0,0,1,1,1,1,[gene]  locus=C1121074_1:2269:3540:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0154_GL0120552,-,cluster339b,-,1.2999999999999998e-47,168.8,1.4,2.3e-47,168.0,1.4,1.5,1,0,0,1,1,1,1,[gene]  locus=C1404417_1:274:1521:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0358_GL0076303,-,cluster339b,-,1.2999999999999998e-47,168.8,2.4,2.4e-47,167.9,2.4,1.5,1,0,0,1,1,1,1,[gene]  locus=C916049_1:769:2034:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
V1.FI30_GL0086214,-,cluster339b,-,1.4999999999999998e-47,168.6,2.6,2.7e-47,167.8,2.6,1.4,1,0,0,1,1,1,1,[gene]  locus=C1434676_1:3854:5119:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
763536994-stool3_revised_scaffold4018_1_gene6529,-,cluster339b,-,1.6999999999999998e-47,168.4,1.9,2.9999999999999997e-47,167.6,1.9,1.4,1,0,0,1,1,1,1,strand:+  start:1545 stop:2816 length:1272 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
O2.UC38-2_GL0088415,-,cluster339b,-,1.9999999999999997e-47,168.2,2.4,3.3999999999999997e-47,167.4,2.4,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold74471_3:3:923:+ [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
675950834-stool1_revised_C814893_1_gene71377,-,cluster339b,-,2.1999999999999997e-47,168.0,1.8,4.1e-47,167.2,1.8,1.5,1,0,0,1,1,1,1,strand:+  start:1895 stop:3163 length:1269 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
V1.UC46-0_GL0088442,-,cluster339b,-,3.9000000000000003e-47,167.2,2.5,7.1e-47,166.4,2.5,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold84128_1:4411:5679:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0151_GL0004012,-,cluster339b,-,7.1e-47,166.4,1.2,1.2999999999999999e-46,165.5,1.2,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold73149_2:1590:2858:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
DOM013_GL0003403,-,cluster339b,-,7.2e-47,166.4,2.2,1.3999999999999997e-46,165.5,2.2,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold65383_1:2385:3650:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
763678604-stool2_revised_scaffold22143_1_gene13679,-,cluster339b,-,2.1000000000000003e-46,164.9,2.2,4e-46,164.0,2.2,1.5,1,0,0,1,1,1,1,strand:-  start:366 stop:1529 length:1164 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0100_GL0100934,-,cluster339b,-,2.1000000000000003e-46,164.9,2.3,3.8e-46,164.1,2.3,1.4,1,0,0,1,1,1,1,[gene]  locus=C1657075_1:4388:5656:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
V1.FI06_GL0230836,-,cluster339b,-,2.3e-46,164.8,1.8,3.8999999999999995e-46,164.0,1.8,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold14374_1:2:1042:+ [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0203_GL0004313,-,cluster339b,-,2.5999999999999998e-46,164.6,1.9,5.1e-46,163.6,1.9,1.5,1,0,0,1,1,1,1,[gene]  locus=C2075218_1:1793:3058:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
764062976-stool2_revised_C1035635_1_gene146198,-,cluster339b,-,4e-46,164.0,2.0,5.799999999999999e-46,163.5,2.0,1.2,1,0,0,1,1,1,1,strand:-  start:436 stop:1038 length:603 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0148_GL0013504,-,cluster339b,-,6.8e-46,163.2,1.8,1.3e-45,162.4,1.8,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold78322_1:2808:4073:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
T2D-198A_GL0011973,-,cluster339b,-,2.7e-37,135.7,3.2,3.8e-37,135.2,3.2,1.2,1,0,0,1,1,1,1,[gene]  locus=scaffold8874_2:2085:2507:- [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
N022A_GL0072372,-,cluster339b,-,9.299999999999999e-19,76.3,1.7,1.7000000000000002e-18,75.5,1.3,1.6,2,0,0,2,2,1,1,[gene]  locus=C1078314_1:5450:5800:- [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0097_GL0101045,-,cluster339b,-,8.7e-11,50.7,0.0,2.1000000000000002e-10,49.5,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold77533_2:3:1088:- [Lack 3'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
765074482-stool1_revised_scaffold43232_1_gene34507,-,cluster339b,-,1.2e-10,50.3,0.0,3.1e-10,49.0,0.0,1.7,1,0,0,1,1,1,1,strand:+  start:3 stop:701 length:699 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0436_GL0170444,-,cluster339b,-,1.6e-09,46.7,0.0,2.3e-09,46.2,0.0,1.2,1,0,0,1,1,1,1,[gene]  locus=scaffold40675_6:582:1052:- [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
V1.CD25-4_GL0142489,-,cluster339b,-,3.8e-09,45.5,0.3,1.6e-08,43.5,0.1,2.2,1,1,1,2,2,1,1,[gene]  locus=scaffold64795_1:224:1477:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0196_GL0232413,-,cluster339b,-,1e-08,44.1,0.0,3.1e-08,42.6,0.0,1.8,1,1,0,1,1,1,1,[gene]  locus=C1990232_1:4600:5700:+ [Lack 3'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
O2.UC35-1_GL0063825,-,cluster339b,-,2.4e-08,42.9,0.2,5.5e-08,41.8,0.2,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold30109_6:2:736:- [Lack both ends] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0280_GL0218838,-,cluster339b,-,2.7e-08,42.7,0.1,7.299999999999999e-08,41.4,0.1,1.7,1,0,0,1,1,1,1,[gene]  locus=C1485407_1:762:1994:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0401_GL0033427,-,cluster339b,-,4.0999999999999997e-08,42.1,0.0,7.7e-08,41.3,0.0,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold26603_3:3:560:+ [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0206_GL0043947,-,cluster339b,-,1.3e-07,40.5,0.0,3.4e-07,39.2,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=C1965986_1:3304:4536:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
V1.UC9-0_GL0011453,-,cluster339b,-,1.4e-07,40.5,0.0,3.3e-07,39.3,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold48397_2:2318:3181:- [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0433_GL0105886,-,cluster339b,-,2e-07,40.0,0.0,4.5e-07,38.8,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=C1839716_1:333:1580:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0046_GL0004077,-,cluster339b,-,2.3e-07,39.7,0.0,4.9e-07,38.7,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=C855887_1:2586:3830:- [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
MH0441_GL0112450,-,cluster339b,-,4.4e-07,38.9,0.0,1e-06,37.7,0.0,1.6,1,0,0,1,1,1,1,[gene]  locus=C1719764_1:1261:2403:- [Lack 5'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
O2.UC52-0_GL0068603,-,cluster339b,-,1.1e-06,37.6,0.0,2.3e-06,36.5,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold2564_3:1309:2562:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
O2.UC27-1_GL0111864,-,cluster339b,-,1.3000000000000001e-05,34.2,0.1,2.7000000000000002e-05,33.1,0.1,1.5,1,0,0,1,1,1,1,[gene]  locus=C793209_1:1162:2406:+ [Complete] codon-table.11,339b,hmmsearch,metahit_2014_pep
764588959-stool1_revised_C812021_1_gene107385,-,cluster339b,-,0.00036,29.5,0.2,0.0007599999999999999,28.5,0.2,1.6,1,0,0,1,1,1,1,strand:-  start:3 stop:953 length:951 start_codon:yes stop_codon:no gene_type:incomplete [Lack 3'-end] codon-table.11,339b,hmmsearch,metahit_2014_pep
159247771-stool1_revised_scaffold8335_2_gene32706,-,cluster348,-,3.9000000000000003e-47,166.8,1.1,3.9000000000000003e-47,166.8,1.1,2.6,3,0,0,3,3,1,1,strand:-  start:5608 stop:7044 length:1437 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0071_GL0025058,-,cluster348,-,3.9000000000000003e-47,166.8,1.1,3.9000000000000003e-47,166.8,1.1,2.6,3,0,0,3,3,1,1,[gene]  locus=scaffold18525_1:37556:38992:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
V1.FI31_GL0018992,-,cluster348,-,3.9000000000000003e-47,166.8,1.1,3.9000000000000003e-47,166.8,1.1,2.6,3,0,0,3,3,1,1,[gene]  locus=scaffold86194_3:6868:8304:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0193_GL0049022,-,cluster348,-,8.9e-47,165.7,1.0,8.9e-47,165.7,1.0,2.7,3,0,0,3,3,1,1,[gene]  locus=scaffold48420_2:24447:25883:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0011_GL0030449,-,cluster348,-,4.7e-46,163.4,1.1,4.7e-46,163.4,1.1,2.7,3,0,0,3,3,1,1,[gene]  locus=C1258541_1:60:1496:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
764062976-stool1_revised_scaffold12016_1_gene150078,-,cluster348,-,2.3999999999999996e-45,161.1,0.4,2.3999999999999996e-45,161.1,0.4,2.6,3,0,0,3,3,1,1,strand:-  start:4080 stop:5519 length:1440 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0006_GL0187180,-,cluster348,-,2.3999999999999996e-45,161.1,0.4,2.3999999999999996e-45,161.1,0.4,2.6,3,0,0,3,3,1,1,[gene]  locus=scaffold55464_1:5838:7277:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0026_GL0016552,-,cluster348,-,2.3999999999999996e-45,161.1,0.4,2.3999999999999996e-45,161.1,0.4,2.6,3,0,0,3,3,1,1,[gene]  locus=scaffold34240_5:19780:21219:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0135_GL0002527,-,cluster348,-,3.0999999999999995e-45,160.7,0.4,3.0999999999999995e-45,160.7,0.4,2.6,2,0,0,2,2,1,1,[gene]  locus=scaffold46360_4:17415:18848:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0314_GL0126514,-,cluster348,-,1.0999999999999999e-44,158.9,1.5,1.0999999999999999e-44,158.9,1.5,2.7,3,0,0,3,3,1,1,[gene]  locus=scaffold98272_1:838:2268:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
N013A_GL0051024,-,cluster348,-,1.3999999999999998e-44,158.7,2.1,1.3999999999999998e-44,158.7,2.1,2.6,3,0,0,3,3,1,1,[gene]  locus=scaffold64078_1:69773:71209:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0211_GL0134943,-,cluster348,-,8.900000000000001e-44,156.1,0.6,8.900000000000001e-44,156.1,0.6,2.7,3,0,0,3,3,1,1,[gene]  locus=scaffold305_2:35568:37001:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0359_GL0037764,-,cluster348,-,1.2999999999999998e-43,155.6,0.3,1.2999999999999998e-43,155.6,0.3,2.6,3,0,0,3,3,1,1,[gene]  locus=scaffold78116_1:40235:41674:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0446_GL0249761,-,cluster348,-,2.8e-43,154.5,0.3,2.8e-43,154.5,0.3,2.7,3,0,0,3,3,1,1,[gene]  locus=scaffold127676_1:78114:79547:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0170_GL0012681,-,cluster348,-,5.2999999999999995e-43,153.6,1.0,5.2999999999999995e-43,153.6,1.0,2.6,3,0,0,3,3,1,1,[gene]  locus=scaffold58099_3:42481:43920:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
NOF006_GL0021771,-,cluster348,-,5.6e-43,153.5,0.7,5.6e-43,153.5,0.7,2.7,2,0,0,2,2,1,1,[gene]  locus=C401544_1:72655:74085:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
T2D-187A_GL0026653,-,cluster348,-,7.6e-43,153.1,0.7,7.6e-43,153.1,0.7,1.7,2,0,0,2,2,1,1,[gene]  locus=scaffold13942_4:2:619:+ [Lack 5'-end] codon-table.11,348,hmmsearch,metahit_2014_pep
160400887-stool1_revised_C1523315_1_gene217351,-,cluster348,-,9.499999999999999e-43,152.8,1.3,9.499999999999999e-43,152.8,1.3,2.6,3,0,0,3,3,1,1,strand:-  start:1278 stop:2717 length:1440 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0085_GL0010338,-,cluster348,-,5.7e-42,150.3,0.6,5.7e-42,150.3,0.6,2.8,3,1,1,4,4,1,1,[gene]  locus=scaffold29710_2:17934:19361:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
V1.UC24-0_GL0096958,-,cluster348,-,5.999999999999999e-42,150.2,0.3,5.999999999999999e-42,150.2,0.3,2.7,3,0,0,3,3,1,1,[gene]  locus=scaffold42028_1:33646:35085:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
ED15A_GL0013384,-,cluster348,-,1.4e-41,149.1,0.9,1.4e-41,149.1,0.9,2.7,3,0,0,3,3,1,1,[gene]  locus=scaffold37105_1:23424:24851:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0080_GL0033200,-,cluster348,-,2.2999999999999996e-41,148.3,0.6,2.2999999999999996e-41,148.3,0.6,2.6,2,0,0,2,2,1,1,[gene]  locus=scaffold68472_3:24649:26082:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0264_GL0087269,-,cluster348,-,4.099999999999999e-41,147.6,1.5,8.799999999999999e-41,146.5,1.5,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold46539_8:802:1299:- [Lack 5'-end] codon-table.11,348,hmmsearch,metahit_2014_pep
V1.UC2-0_GL0033611,-,cluster348,-,1e-40,146.3,1.2,1e-40,146.3,1.2,2.0,2,0,0,2,2,1,1,[gene]  locus=scaffold33549_12:1:702:+ [Lack 5'-end] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0008_GL0037472,-,cluster348,-,5.2e-40,144.0,1.6,5.2e-40,144.0,1.6,2.7,3,1,0,3,3,1,1,[gene]  locus=scaffold41209_2:11134:12564:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0018_GL0002682,-,cluster348,-,7e-40,143.6,1.6,7e-40,143.6,1.6,2.7,3,1,0,3,3,1,1,[gene]  locus=scaffold15498_6:150:1580:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0246_GL0131146,-,cluster348,-,7e-40,143.6,1.6,7e-40,143.6,1.6,2.8,3,0,0,3,3,1,1,[gene]  locus=scaffold38304_1:35827:37257:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
O2.UC52-2_GL0159657,-,cluster348,-,8.3e-40,143.3,0.6,8.3e-40,143.3,0.6,2.6,2,0,0,2,2,1,1,[gene]  locus=C1749308_1:865:2295:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
NOM010_GL0037536,-,cluster348,-,8.399999999999999e-40,143.3,0.5,8.399999999999999e-40,143.3,0.5,2.7,3,1,0,3,3,1,1,[gene]  locus=scaffold40709_6:18176:19606:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
DLM013_GL0087008,-,cluster348,-,8.499999999999998e-40,143.3,0.5,8.499999999999998e-40,143.3,0.5,2.7,3,0,0,3,3,1,1,[gene]  locus=scaffold16485_8:8716:10152:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
NOM013_GL0007113,-,cluster348,-,8.499999999999998e-40,143.3,0.5,8.499999999999998e-40,143.3,0.5,2.6,3,0,0,3,3,1,1,[gene]  locus=scaffold55263_1:58764:60200:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
T2D-61A_GL0024637,-,cluster348,-,8.499999999999998e-40,143.3,0.5,8.499999999999998e-40,143.3,0.5,2.8,3,0,0,3,3,1,1,[gene]  locus=scaffold11799_1:42782:44218:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0086_GL0050495,-,cluster348,-,9.3e-40,143.2,1.7,9.3e-40,143.2,1.7,2.6,3,1,0,3,3,1,1,[gene]  locus=scaffold85071_1:44541:45971:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
BGI-17A_GL0016469,-,cluster348,-,5.2e-39,140.8,1.0,5.2e-39,140.8,1.0,2.7,3,1,0,3,3,1,1,[gene]  locus=scaffold45988_3:994:2430:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0266_GL0096964,-,cluster348,-,1e-38,139.8,0.6,1e-38,139.8,0.6,2.7,3,0,0,3,3,1,1,[gene]  locus=scaffold78179_1:4968:6404:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0119_GL0095900,-,cluster348,-,3.2e-38,138.3,0.5,3.2e-38,138.3,0.5,2.9,3,0,0,3,3,1,1,[gene]  locus=scaffold64621_3:8259:9692:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0174_GL0059062,-,cluster348,-,5.2e-38,137.6,0.3,5.2e-38,137.6,0.3,2.9,3,0,0,3,3,1,1,[gene]  locus=scaffold87010_2:25349:26782:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0308_GL0057503,-,cluster348,-,7e-38,137.2,2.0,8.199999999999999e-38,137.0,2.0,1.0,1,0,0,1,1,1,1,[gene]  locus=scaffold9510_5:786:1022:- [Lack 5'-end] codon-table.11,348,hmmsearch,metahit_2014_pep
V1.UC22-1_GL0163880,-,cluster348,-,2.3e-37,135.5,0.4,2.3e-37,135.5,0.4,2.9,3,0,0,3,3,1,1,[gene]  locus=scaffold1066_5:2386:3819:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0245_GL0048501,-,cluster348,-,2.5000000000000002e-30,113.0,0.3,2.5000000000000002e-30,113.0,0.3,2.9,3,0,0,3,3,2,1,[gene]  locus=scaffold128889_6:275:1717:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
N089A_GL0036027,-,cluster348,-,1.1e-29,110.9,0.2,1.1e-29,110.9,0.2,2.9,3,0,0,3,3,2,1,[gene]  locus=scaffold66946_1:27628:28986:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0165_GL0123556,-,cluster348,-,3.0999999999999997e-29,109.5,2.8,9.3e-29,107.9,0.0,2.9,3,0,0,3,3,1,1,[gene]  locus=scaffold105480_1:46632:48077:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0172_GL0097396,-,cluster348,-,2.5e-28,106.6,0.5,2.5e-28,106.6,0.5,2.7,3,0,0,3,3,1,1,[gene]  locus=scaffold33055_29:1063:2484:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
T2D-8A_GL0082546,-,cluster348,-,6.900000000000001e-28,105.2,0.3,2.5e-27,103.4,0.3,2.0,1,0,0,1,1,1,1,[gene]  locus=scaffold20793_2:22897:24327:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0092_GL0062456,-,cluster348,-,2.3e-25,97.1,0.1,2.3e-25,97.1,0.1,2.6,3,1,1,4,4,1,1,[gene]  locus=scaffold89757_3:21305:22747:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0143_GL0042981,-,cluster348,-,1.6999999999999997e-23,91.1,0.1,3.2000000000000003e-23,90.2,0.1,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold1684_4:291:896:- [Lack 5'-end] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0012_GL0014491,-,cluster348,-,3.1e-23,90.2,0.1,8.3e-23,88.9,0.1,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold133575_1:102:1568:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
DLM007_GL0065392,-,cluster348,-,4.9999999999999997e-23,89.6,0.1,1.3e-22,88.3,0.1,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold45002_7:1183:2649:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0140_GL0050458,-,cluster348,-,7.3e-23,89.1,0.5,1.8000000000000001e-22,87.8,0.5,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold82238_1:38046:39524:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0342_GL0116570,-,cluster348,-,9.999999999999999e-23,88.6,0.1,2.7e-22,87.2,0.1,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold15002_3:1716:3182:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0068_GL0053804,-,cluster348,-,9.999999999999999e-23,88.6,0.2,2.4e-22,87.4,0.2,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold34301_3:17094:18542:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0318_GL0235712,-,cluster348,-,1.1e-22,88.6,0.2,1.1e-22,88.6,0.2,1.9,2,0,0,2,2,1,1,[gene]  locus=scaffold161380_2:38712:40178:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
T2D-189A_GL0022457,-,cluster348,-,1.1e-22,88.5,0.2,3.3e-22,87.0,0.2,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold75873_1:19427:20893:+ [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0021_GL0052224,-,cluster348,-,1.2e-22,88.4,0.2,1.2e-22,88.4,0.2,1.9,2,0,0,2,2,1,1,[gene]  locus=scaffold31144_3:1697:3163:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0381_GL0060701,-,cluster348,-,1.6e-22,88.0,0.2,4.7e-22,86.5,0.2,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold79149_4:1196:2662:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
MH0262_GL0165709,-,cluster348,-,1.8000000000000001e-22,87.8,1.2,2.7e-22,87.2,0.1,1.9,2,0,0,2,2,1,1,[gene]  locus=scaffold96705_3:1289:2755:- [Complete] codon-table.11,348,hmmsearch,metahit_2014_pep
